ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;tranche_d_entrees;proprietaire;programmateur;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;population_de_la_commune_2015;unite_urbaine_2010;population_unite_urbaine_2015;semaines_d_activite_2020;seances_2020;entrees_2020;entrees_2019;evolution_entrees_2020_2019;art_et_essai;nombre_de_films_programmes_2020;nombre_de_films_inedits_2020;nombre_de_films_en_semaine_1_2020;pdm_en_entrees_des_films_francais_2020;pdm_en_entrees_des_films_americains_2020;pdm_en_entrees_des_films_europeens_2020;pdm_en_entrees_des_autres_films_2020;films_art_et_essai_2020;part_des_seances_de_films_art_et_essai_2020;pdm_en_entrees_des_films_art_et_essai_2020;geo
12.0;75;UGC GEORGE V;ILE-DE-FRANCE;146 AVENUE DES CHAMPS ELYSEES;75108;Paris 8e Arrondissement;01-Paris;11;1666;De 80 à 100 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;OUI;36694.0;Paris;10706072.0;11.0;5033.0;81917.0;412142.0;-80.124083447;NON;79.0;44.0;39.0;37.9872309777;46.4592209187;13.9653551766;1.58819292699;37.0;30.101331214;29.1111735049;48.873073,2.298394
31.0;75;UGC NORMANDIE;ILE-DE-FRANCE;116 AVENUE DES CHAMPS ELYSEES;75108;Paris 8e Arrondissement;01-Paris;4;1610;De 50 à 80 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;36694.0;Paris;10706072.0;31.0;3360.0;75648.0;202673.0;-62.6748506214;NON;80.0;47.0;39.0;41.1359250069;35.9746346843;19.1632202923;3.72622001654;43.0;57.619047619;52.794320375;48.872265,2.300938
35.0;75;BALZAC;ILE-DE-FRANCE;1 RUE BALZAC;75108;Paris 8e Arrondissement;01-Paris;3;589;De 40 à 50 000 entrées;CINELBA;;A;RD;FIXE;NON;36694.0;Paris;10706072.0;29.0;2389.0;45293.0;118069.0;-61.6385334;OUI;102.0;43.0;28.0;61.0315761306;3.96485594505;19.5945945946;15.4089733298;76.0;82.7961490163;81.26839711;48.872431,2.299525
54.0;75;GAUMONT CHAMPS ELYSEES MARIGNAN;ILE-DE-FRANCE;27/33 AVENUE DES CHAMPS ELYSEES;75108;Paris 8e Arrondissement;01-Paris;6;1597;De 80 à 100 000 entrées;LES CINEMAS PATHE GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;NON;36694.0;Paris;10706072.0;31.0;5341.0;80996.0;277795.0;-70.8432477186;NON;99.0;65.0;61.0;24.273703699;59.3616454685;14.7110665872;1.6535842453;24.0;23.6098108968;22.0089019643;48.869654,2.306873
55.0;75;ELYSEES LINCOLN;ILE-DE-FRANCE;14 RUE LINCOLN;75108;Paris 8e Arrondissement;01-Paris;3;448;De 10 à 20 000 entrées;STUDIO DU DRAGON;;A;RD;FIXE;NON;36694.0;Paris;10706072.0;29.0;2742.0;19379.0;49579.0;-60.9128865044;OUI;75.0;59.0;53.0;48.8284770201;5.61730249324;26.3642735556;19.189946931;61.0;88.6579139314;87.6289175929;48.870512,2.303157
204.0;75;UGC OPERA;ILE-DE-FRANCE;32 BD DES ITALIENS;75109;Paris 9e Arrondissement;01-Paris;4;760;De 50 à 80 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;59408.0;Paris;10706072.0;31.0;3422.0;55232.0;178752.0;-69.1013247404;NON;64.0;41.0;41.0;47.1646871379;42.3015643105;10.4921060255;0.0416425260718;33.0;49.2109877265;53.3422653534;48.871332,2.335302
301.0;75;MAX LINDER;ILE-DE-FRANCE;24 BD POISSONNIERE;75109;Paris 9e Arrondissement;01-Paris;1;591;De 30 à 40 000 entrées;PARAFRANCE COMMUNICATION;;A;;FIXE;NON;59408.0;Paris;10706072.0;31.0;852.0;37409.0;123832.0;-69.7905226436;OUI;80.0;12.0;8.0;6.97058737963;49.983999069;35.5860704623;7.45934308905;64.0;50.8215962441;53.6729409711;48.871363,2.344886
311.0;75;GRAND REX;ILE-DE-FRANCE;5 BD POISSONNIERE;75102;Paris 2e Arrondissement;01-Paris;7;4274;De 100 à 150 000 entrées;THEATRE LE REX;UGC DIFFUSION;NON;;FIXE;NON;20796.0;Paris;10706072.0;29.0;5026.0;148381.0;737247.0;-79.8736380073;NON;246.0;56.0;52.0;16.3504517035;55.8599921678;17.0884366602;10.7011194685;81.0;12.8332670115;16.4706358959;48.86872,2.347608
321.0;75;PATHE;ILE-DE-FRANCE;32 RUE LOUIS LEGRAND;75102;Paris 2e Arrondissement;01-Paris;6;1138;De 100 à 150 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;NON;20796.0;Paris;10706072.0;31.0;5355.0;123537.0;356071.0;-65.3055149114;NON;90.0;63.0;59.0;36.7635422505;37.6660842043;22.7193300584;2.85104348686;47.0;51.4285714286;47.8891233392;48.870632,2.334338
451.0;75;UGC MONTPARNASSE;ILE-DE-FRANCE;83 BD DU MONTPARNASSE;75106;Paris 6e Arrondissement;01-Paris;7;1592;De 100 à 150 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;42428.0;Paris;10706072.0;31.0;6061.0;124223.0;409922.0;-69.6959421548;NON;101.0;68.0;63.0;43.5810920945;38.3219233904;15.6903015485;2.40668296659;45.0;35.1262167959;39.6422167889;48.84351,2.325646
481.0;75;GAUMONT PARNASSE;ILE-DE-FRANCE;3 RUE D'ODESSA;75114;Paris 14e Arrondissement;01-Paris;15;2876;De 200 à 300 000 entrées;PARAFRANCE COMMUNICATION;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;139992.0;Paris;10706072.0;31.0;14053.0;283901.0;962200.0;-70.4945957181;NON;222.0;173.0;164.0;42.925533811;37.7407050939;15.2479235732;4.08583752183;91.0;42.9303351598;41.7862617189;48.843074,2.324424
483.0;75;ENTREPOT;ILE-DE-FRANCE;7 ET 9 RUE FRANCIS DE PRESSENSE;75114;Paris 14e Arrondissement;01-Paris;3;250;De 10 à 20 000 entrées;MANUFACTURE A FILMS;;A;RDJP;FIXE;NON;139992.0;Paris;10706072.0;31.0;2211.0;19479.0;35866.0;-45.6895109575;OUI;210.0;76.0;18.0;45.3202278846;19.9524197083;15.1756088399;19.5517435673;159.0;74.355495251;84.6741376072;48.83393,2.31652
531.0;75;MK2 BEAUBOURG;ILE-DE-FRANCE;50 RUE RAMBUTEAU;75103;Paris 3e Arrondissement;01-Paris;6;557;De 100 à 150 000 entrées;MK2 CINEMAS;SA MK2 VISION;A;RDPR;FIXE;NON;35049.0;Paris;10706072.0;31.0;7786.0;129665.0;305715.0;-57.5863140507;OUI;98.0;68.0;61.0;55.864978903;13.7177684013;10.6407251133;19.7765275824;80.0;84.2794759825;89.6116580716;48.861555,2.352217
612.0;75;UGC MAILLOT;ILE-DE-FRANCE;PALAIS CONGRES PL PORTE MAILLOT;75117;Paris 17e Arrondissement;01-Paris;4;764;De 50 à 80 000 entrées;PARAFRANCE COMMUNICATION;UGC DIFFUSION;NON;;FIXE;NON;168533.0;Paris;10706072.0;31.0;3134.0;50265.0;169342.0;-70.3174640668;NON;95.0;64.0;45.0;52.5673928181;29.8497960808;14.4494180842;3.13339301701;57.0;54.3395022336;54.3240823635;48.878512,2.282965
721.0;75;MK2 ODEON COTE SAINT-MICHEL;ILE-DE-FRANCE;7 RUE HAUTEFEUILLE;75106;Paris 6e Arrondissement;01-Paris;4;510;De 50 à 80 000 entrées;LES CINEMAS PATHE GAUMONT;SA MK2 VISION;A;RD;FIXE;NON;42428.0;Paris;10706072.0;31.0;4851.0;60802.0;145188.0;-58.1218833512;OUI;79.0;64.0;41.0;58.5413754078;7.07675920378;19.1548498768;15.2270155116;61.0;80.0865800866;84.3019772319;48.852188,2.342788
731.0;75;MK2 ODEON COTE SAINT-GERMAIN;ILE-DE-FRANCE;113 BD ST GERMAIN;75106;Paris 6e Arrondissement;01-Paris;5;678;De 100 à 150 000 entrées;PARAFRANCE COMMUNICATION;SA MK2 VISION;NON;;FIXE;NON;42428.0;Paris;10706072.0;31.0;5946.0;101335.0;272449.0;-62.8058829359;NON;67.0;62.0;58.0;55.9066462723;24.3213105048;13.3399121725;6.43213105048;48.0;68.432559704;68.8419598362;48.852437,2.338266
733.0;75;STUDIO GALANDE;ILE-DE-FRANCE;42 RUE GALANDE;75105;Paris 5e Arrondissement;01-Paris;1;97;De 5 à 10 000 entrées;STUDIO GALANDE BERUCHET;;A;;FIXE;NON;59333.0;Paris;10706072.0;29.0;631.0;7337.0;20644.0;-64.4594070916;OUI;107.0;58.0;5.0;42.0734222467;15.8944039599;36.504881067;5.52729272652;81.0;80.9825673534;83.9131032586;48.851619,2.347076
741.0;75;LUXEMBOURG;ILE-DE-FRANCE;67 69 RUE MONSIEUR LE PRINCE;75106;Paris 6e Arrondissement;01-Paris;3;334;De 30 à 40 000 entrées;CINEPOQUE;;A;RD;FIXE;NON;42428.0;Paris;10706072.0;31.0;2367.0;33324.0;77832.0;-57.1847055196;OUI;157.0;50.0;18.0;50.4590830663;20.4492235642;16.8720729603;12.2196204092;131.0;88.3396704689;91.1757456248;48.84824,2.340797
751.0;75;ST ANDRE DES ARTS;ILE-DE-FRANCE;30 RUE ST ANDRE DES ARTS;75106;Paris 6e Arrondissement;01-Paris;3;510;De 10 à 20 000 entrées;SOCIETE CINEMA SAINT ANDRE DES ARTS;;A;;FIXE;NON;42428.0;Paris;10706072.0;29.0;2935.0;18589.0;52629.0;-64.6791692793;OUI;163.0;56.0;28.0;64.8036749426;10.3795253199;8.96860986547;15.848189872;117.0;68.0068143101;59.9857814722;48.853361,2.34211
801.0;75;MK2 PARNASSE;ILE-DE-FRANCE;11 RUE JULES CHAPLAIN;75106;Paris 6e Arrondissement;01-Paris;3;250;De 20 à 30 000 entrées;MK2 CINEMAS;SA MK2 VISION;A;;FIXE;NON;42428.0;Paris;10706072.0;31.0;3137.0;27111.0;68457.0;-60.3970375564;OUI;149.0;84.0;2.0;48.7916219119;18.0067515728;5.385913764;27.8157127513;126.0;73.7009882053;80.8922817247;48.842813,2.330525
802.0;75;UGC ROTONDE;ILE-DE-FRANCE;103 BD DU MONTPARNASSE;75106;Paris 6e Arrondissement;01-Paris;3;454;De 30 à 40 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;42428.0;Paris;10706072.0;31.0;2468.0;39046.0;111149.0;-64.8705791325;NON;67.0;37.0;31.0;46.6142498591;15.6686984582;20.9906264406;16.726425242;45.0;74.8784440843;77.8876197306;48.842318,2.328975
803.0;75;BRETAGNE;ILE-DE-FRANCE;73 BD DU MONTPARNASSE;75106;Paris 6e Arrondissement;01-Paris;2;1020;De 10 à 20 000 entrées;CINEMAS RYTMANN SAS;;NON;;FIXE;NON;42428.0;Paris;10706072.0;28.0;1643.0;10222.0;46984.0;-78.2436574153;NON;23.0;10.0;9.0;0.0;76.6777538642;20.1623948347;3.15985130112;7.0;21.3024954352;25.2201134807;48.843752,2.324925
814.0;75;LUCERNAIRE FORUM;ILE-DE-FRANCE;53 RUE NOTRE DAME DES CHAMPS;75106;Paris 6e Arrondissement;01-Paris;3;148;De 10 à 20 000 entrées;LE LUCERNAIRE FORUM;;A;JP;FIXE;NON;42428.0;Paris;10706072.0;21.0;1660.0;17790.0;45652.0;-61.0312801192;OUI;110.0;46.0;10.0;42.9544024258;19.0743177527;18.7367698381;19.2345099834;92.0;81.4457831325;82.344527719;48.844244,2.330407
821.0;75;PARNASSIEN;ILE-DE-FRANCE;98 BD DU MONTPARNASSE;75114;Paris 14e Arrondissement;01-Paris;7;842;De 50 à 80 000 entrées;LES CINQ PARNASSIENS;;A;RD;FIXE;NON;139992.0;Paris;10706072.0;15.0;3772.0;55381.0;232842.0;-76.2152017248;OUI;78.0;47.0;44.0;73.7214335623;6.57816254537;15.7483938036;3.95201008879;62.0;97.5344644751;87.8559620989;48.842443,2.327625
883.0;75;CHRISTINE CINEMA CLUB;ILE-DE-FRANCE;4 RUE CHRISTINE;75106;Paris 6e Arrondissement;01-Paris;2;234;De 30 à 40 000 entrées;TRIOMPH CINEMA;;A;PR;FIXE;NON;42428.0;Paris;10706072.0;30.0;1719.0;30183.0;56566.0;-46.6410918219;OUI;242.0;5.0;2.0;8.24669425659;74.782140574;15.2451128831;1.72605228626;223.0;92.379290285;90.5285824838;48.854455,2.340132
891.0;75;ST GERMAIN DES PRES;ILE-DE-FRANCE;22 RUE GUILLAUME APOLLINAIRE;75106;Paris 6e Arrondissement;01-Paris;1;252;De 5 à 10 000 entrées;CINEMA LE BILBOQUET;;A;;FIXE;NON;42428.0;Paris;10706072.0;11.0;250.0;5017.0;15366.0;-67.3499934921;OUI;31.0;11.0;0.0;58.8200119593;8.33167231413;10.8431333466;22.0051823799;25.0;80.0;76.8786127168;48.85467,2.333052
1031.0;75;PUBLICIS ELYSEES;ILE-DE-FRANCE;133 AV DES CHAMPS ELYSEES;75108;Paris 8e Arrondissement;01-Paris;2;609;De 10 à 20 000 entrées;EUROPALACES ETOILE;;NON;;FIXE;NON;36694.0;Paris;10706072.0;29.0;1852.0;19663.0;53875.0;-63.5025522042;NON;108.0;63.0;26.0;36.2639101313;35.5941142345;9.66193766152;18.4800379727;52.0;58.6393088553;55.0234692263;48.872794,2.296984
1392.0;75;L'ARCHIPEL;ILE-DE-FRANCE;17 BD DE STRASBOURG;75110;Paris 10e Arrondissement;01-Paris;2;204;De 10 à 20 000 entrées;PARIS CINE;;A;RDJPPR;FIXE;NON;91770.0;Paris;10706072.0;18.0;848.0;12905.0;36968.0;-65.0914304263;OUI;122.0;36.0;1.0;64.0874296781;10.3938024532;11.7495158167;13.769252052;109.0;86.0849056604;95.0751637001;48.870455,2.35466
1393.0;75;LE BRADY;ILE-DE-FRANCE;39 BOULEVARD DE STRASBOURG;75110;Paris 10e Arrondissement;01-Paris;2;139;De 30 à 40 000 entrées;SOCIETE THEATRE LE BRADY;;A;RDJPPR;FIXE;NON;91770.0;Paris;10706072.0;31.0;2785.0;34632.0;73963.0;-53.1765882941;OUI;234.0;60.0;1.0;46.5072842734;15.9289005105;16.0565309426;21.5072842734;174.0;78.9228007181;84.7061387125;48.871771,2.355398
1681.0;75;UGC CINE CITE LES HALLES;ILE-DE-FRANCE;101 RUE BERGER;75101;Paris 1er Arrondissement;01-Paris;27;3894;De 1 à 1,5 million d'entrées;UGC CINE CITE ILE DE FRANCE;UGC DIFFUSION;NON;;FIXE;OUI;16545.0;Paris;10706072.0;31.0;36212.0;1082659.0;3012613.0;-64.0624600637;NON;372.0;221.0;217.0;38.9559512914;37.7013459457;14.5841599338;8.75854282913;207.0;52.7918921904;50.5193761354;48.861424,2.345829
1791.0;75;LUMINOR HOTEL DE VILLE;ILE-DE-FRANCE;20 RUE DU TEMPLE;75104;Paris 4e Arrondissement;01-Paris;2;238;De 30 à 40 000 entrées;CARLOTTA CINEMAS;;A;RDJP;FIXE;NON;27146.0;Paris;10706072.0;30.0;1713.0;33837.0;86030.0;-60.6683714983;OUI;147.0;43.0;17.0;38.1200699693;18.8554077692;12.6208785769;30.4036436846;104.0;66.433158202;78.8012805703;48.858689,2.353591
2251.0;75;MAJESTIC PASSY;ILE-DE-FRANCE;18 - 20 RUE DE PASSY;75116;Paris 16e Arrondissement;01-Paris;3;617;De 40 à 50 000 entrées;LES ECRANS DE PARIS;;NON;;FIXE;NON;165487.0;Paris;10706072.0;29.0;2581.0;42641.0;154753.0;-72.4457684181;NON;101.0;51.0;28.0;50.8281038514;39.261720192;7.12686108035;2.78331487634;64.0;55.4436265014;63.8415159345;48.858204,2.282104
2543.0;75;MAC MAHON;ILE-DE-FRANCE;5/7 AV MAC MAHON;75117;Paris 17e Arrondissement;01-Paris;1;137;De 2 à 5 000 entrées;CINEMA MAC MAHON;;NON;;FIXE;NON;168533.0;Paris;10706072.0;10.0;187.0;3846.0;15631.0;-75.3950483015;NON;15.0;0.0;0.0;45.4758190328;28.9391575663;24.5709828393;1.01404056162;15.0;100.0;100.0;48.875715,2.294655
2982.0;75;CAUMARTIN;ILE-DE-FRANCE;101 RUE ST LAZARE;75109;Paris 9e Arrondissement;01-Paris;5;501;De 50 à 80 000 entrées;CINEVOG SARL;;A;;FIXE;NON;59408.0;Paris;10706072.0;29.0;4853.0;78870.0;213401.0;-63.0414103027;OUI;74.0;67.0;65.0;64.6454277427;12.6944149349;17.5000298411;5.16012748129;59.0;85.4729033587;78.7053725963;48.87561,2.32791
3211.0;75;LE CINEMA DES CINEASTES;ILE-DE-FRANCE;7 AVENUE DE CLICHY;75117;Paris 17e Arrondissement;01-Paris;3;478;De 50 à 80 000 entrées;SARL DES AUTEURS REALISATEURS PRODUCTEURS ARP;SARL MC4 DISTRIBUTION;A;RDJP;FIXE;NON;168533.0;Paris;10706072.0;31.0;2657.0;70514.0;178817.0;-60.5663891017;OUI;86.0;41.0;36.0;65.4107427335;9.40815774445;17.0383840813;8.1427154408;73.0;86.1121565676;87.7152905107;48.884303,2.326888
3222.0;75;PATHE WEPLER;ILE-DE-FRANCE;132 -140 BOULEVARD DE CLICHY;75118;Paris 18e Arrondissement;01-Paris;11;2077;De 200 à 300 000 entrées;LES CINEMAS PATHE GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;197580.0;Paris;10706072.0;31.0;10695.0;255340.0;693746.0;-63.1940220196;NON;192.0;120.0;108.0;42.2199709989;40.6284885684;14.5342947381;2.61724569454;57.0;33.5296867695;34.5199928491;48.883938,2.328034
3741.0;75;STUDIO 28;ILE-DE-FRANCE;10 RUE THOLOZE;75118;Paris 18e Arrondissement;01-Paris;1;172;De 10 à 20 000 entrées;STUDIO 28;;A;;FIXE;NON;197580.0;Paris;10706072.0;21.0;559.0;18127.0;52483.0;-65.461196959;OUI;104.0;69.0;0.0;48.6100762309;35.3241244913;8.50002865822;7.56577061959;70.0;68.3363148479;70.906172981;48.886142,2.335342
4731.0;75;MK2 QUAI DE SEINE;ILE-DE-FRANCE;14 QUAI DE LA SEINE;75119;Paris 19e Arrondissement;01-Paris;6;992;De 150 à 200 000 entrées;MK2 QUAI DE SEINE;SA MK2 VISION;A;RDJP;FIXE;NON;185654.0;Paris;10706072.0;31.0;7384.0;172475.0;433102.0;-60.1768174702;OUI;127.0;97.0;70.0;58.3128364168;19.7673451443;12.2821088654;9.63770957355;90.0;76.5438786566;78.3029741323;48.885073,2.371493
5691.0;75;MK2 GAMBETTA;ILE-DE-FRANCE;6 RUE BELGRAND;75120;Paris 20e Arrondissement;01-Paris;6;1140;De 100 à 150 000 entrées;MK2 CINEMAS;SA MK2 VISION;NON;;FIXE;NON;195556.0;Paris;10706072.0;31.0;7166.0;144054.0;411805.0;-65.0188802953;NON;141.0;77.0;55.0;49.7832116213;32.6393716362;13.0603352516;4.51708149093;95.0;64.6525258164;66.3924263815;48.864763,2.399555
5841.0;75;MK2 BASTILLE COTE FAUBOURG SAINT-ANTOINE;ILE-DE-FRANCE;5 RUE DU FAUBOURG ST ANTOINE;75111;Paris 11e Arrondissement;01-Paris;3;423;De 50 à 80 000 entrées;BASTILLE SAINT ANTOINE (DOUBLON N° 95 7200);SA MK2 VISION;A;RD;FIXE;NON;149834.0;Paris;10706072.0;31.0;3632.0;78853.0;184006.0;-57.1465060922;OUI;51.0;39.0;29.0;74.6477622919;4.94337564836;14.3989448721;6.00991718768;38.0;88.904185022;90.4708761873;48.853157,2.370719
5852.0;75;MAJESTIC BASTILLE;ILE-DE-FRANCE;4 BD RICHARD LENOIR;75111;Paris 11e Arrondissement;01-Paris;2;356;De 40 à 50 000 entrées;LES ECRANS DE PARIS;;A;RDJP;FIXE;NON;149834.0;Paris;10706072.0;31.0;2035.0;40402.0;112149.0;-63.9747122132;OUI;110.0;43.0;28.0;44.8470250602;29.0934248962;17.8163275765;8.24322246707;82.0;84.9631449631;84.8229385538;48.860238,2.37214
5861.0;75;MK2 BASTILLE COTE BEAUMARCHAIS;ILE-DE-FRANCE;3 BD R LENOIR 4/6 BD BEAUMARCHAI;75111;Paris 11e Arrondissement;01-Paris;4;469;De 80 à 100 000 entrées;MK2 CINEMAS;SA MK2 VISION;A;RDJP;FIXE;NON;149834.0;Paris;10706072.0;31.0;4705.0;94158.0;274823.0;-65.7386754384;OUI;73.0;55.0;40.0;43.9876039728;23.3329387839;22.4979286152;10.1815286282;53.0;68.692879915;68.8958712191;48.854674,2.369381
6212.0;75;MK2 NATION;ILE-DE-FRANCE;133 BOULEVARD DIDEROT;75112;Paris 12e Arrondissement;01-Paris;6;551;De 100 à 150 000 entrées;MK2 CINEMAS;SA MK2 VISION;NON;;FIXE;NON;142340.0;Paris;10706072.0;31.0;7887.0;131257.0;42191.0;211.101893769;NON;96.0;77.0;52.0;54.1797923682;31.4054716718;12.8163746683;1.59836129172;59.0;52.5167997971;53.4628574976;48.848213,2.39311
6531.0;75;UGC LYON BASTILLE;ILE-DE-FRANCE;12 RUE DE LYON;75112;Paris 12e Arrondissement;01-Paris;7;1274;De 80 à 100 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;142340.0;Paris;10706072.0;31.0;5746.0;84853.0;307651.0;-72.4190722605;NON;123.0;74.0;70.0;49.2220834021;43.0777209401;5.7518681785;1.94832747931;46.0;18.4128089105;16.0239032555;48.847502,2.371855
6611.0;75;UGC CINE CITE BERCY;ILE-DE-FRANCE;2 COUR SAINT-EMILION;75112;Paris 12e Arrondissement;01-Paris;18;4440;De 450 à 700 000 entrées;UGC CINE CITE ILE DE FRANCE;UGC DIFFUSION;NON;;FIXE;OUI;142340.0;Paris;10706072.0;31.0;17459.0;496865.0;1758521.0;-71.7452905026;NON;264.0;158.0;157.0;35.2363428;45.7716953571;14.4343832974;4.55757854555;129.0;37.1269832178;32.7663850084;48.833595,2.38604
7231.0;75;CHAPLIN SAINT LAMBERT;ILE-DE-FRANCE;6 RUE PECLET;75115;Paris 15e Arrondissement;01-Paris;3;363;De 30 à 40 000 entrées;CINEMA CHAPLIN;;A;JP;FIXE;NON;234994.0;Paris;10706072.0;30.0;2923.0;38484.0;88034.0;-56.2850716769;OUI;208.0;108.0;1.0;57.8334166936;24.9816116979;10.2415487364;6.94342287211;145.0;61.6489907629;70.8405660655;48.843204,2.298558
7394.0;75;GAUMONT CONVENTION;ILE-DE-FRANCE;27 RUE ALAIN CHARTIER;75115;Paris 15e Arrondissement;01-Paris;9;1263;De 150 à 200 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;234994.0;Paris;10706072.0;31.0;8274.0;174210.0;529754.0;-67.1149250407;NON;141.0;109.0;94.0;53.7024458494;25.2021758945;17.991187279;3.10419097712;77.0;62.8233019096;61.4469582179;48.837759,2.296259
7491.0;75;GAUMONT AQUABOULEVARD;ILE-DE-FRANCE;8/16 RUE DU COLONEL PIERRE AVIA;75115;Paris 15e Arrondissement;01-Paris;14;2583;De 150 à 200 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;234994.0;Paris;10706072.0;31.0;12231.0;197201.0;695177.0;-71.6329798023;NON;215.0;128.0;114.0;28.5823649197;56.7911441826;10.7196627522;3.90682814549;56.0;20.0555964353;15.0694859114;48.830408,2.276322
7711.0;75;GAUMONT MONTPARNOS;ILE-DE-FRANCE;16 18 RUE D ODESSA;75114;Paris 14e Arrondissement;01-Paris;4;397;De 50 à 80 000 entrées;CINEMAS RYTMANN SAS;LES CINEMAS GAUMONT PATHE;NON;;FIXE;NON;139992.0;Paris;10706072.0;31.0;3640.0;56355.0;151155.0;-62.7170784956;NON;86.0;74.0;25.0;53.1294630106;29.5826192516;9.17773493288;8.11018280491;48.0;66.0714285714;62.8516852328;48.841914,2.324596
8132.0;75;GAUMONT ALESIA;ILE-DE-FRANCE;73 AVENUE DU GENERAL LECLERC;75114;Paris 14e Arrondissement;01-Paris;8;1384;De 150 à 200 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;139992.0;Paris;10706072.0;31.0;7412.0;164857.0;514577.0;-67.9626178395;NON;151.0;97.0;79.0;39.5602301507;46.3258255674;12.8457793405;1.26816494136;59.0;33.2164058284;33.4142713123;48.828166,2.327463
8161.0;75;CHAPLIN DENFERT;ILE-DE-FRANCE;24 PLACE DENFERT ROCHEREAU;75114;Paris 14e Arrondissement;01-Paris;1;133;De 10 à 20 000 entrées;SOCIETE D'EXPLOITATION DU THEATRE DENFERT ROCHEREAU;;A;JP;FIXE;NON;139992.0;Paris;10706072.0;29.0;881.0;14844.0;36427.0;-59.250006863;OUI;130.0;49.0;0.0;59.1427416094;21.8439142742;11.799433886;7.21391023049;89.0;59.3643586833;72.8912252325;48.833879,2.330976
8291.0;75;L ARLEQUIN PANORAMA;ILE-DE-FRANCE;76 RUE DE RENNES;75106;Paris 6e Arrondissement;01-Paris;3;595;De 40 à 50 000 entrées;LES ECRANS DE PARIS;;A;RDPR;FIXE;NON;42428.0;Paris;10706072.0;30.0;2495.0;49941.0;145076.0;-65.5759739723;OUI;120.0;35.0;29.0;52.8664109678;14.5095479027;27.6685164028;4.95552472662;74.0;86.1723446894;79.749469561;48.851278,2.330648
8331.0;75;UGC DANTON;ILE-DE-FRANCE;99 BD ST GERMAIN;75106;Paris 6e Arrondissement;01-Paris;4;684;De 50 à 80 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;42428.0;Paris;10706072.0;31.0;3877.0;70774.0;230842.0;-69.340934492;NON;61.0;55.0;37.0;49.7160112158;29.1135236178;14.4827090373;6.68775612913;33.0;61.6456022698;63.6293047667;48.852138,2.338995
8341.0;75;NOUVEL ODEON;ILE-DE-FRANCE;6 RUE DE L ECOLE DE MEDECINE;75106;Paris 6e Arrondissement;01-Paris;1;119;De 10 à 20 000 entrées;CINEDEVIL;SARL EXHANTHUS;A;RDJP;FIXE;NON;42428.0;Paris;10706072.0;28.0;819.0;14474.0;31750.0;-54.4125984252;OUI;86.0;20.0;1.0;72.2655705727;14.0657656402;5.94956109795;7.71910268915;79.0;91.5750915751;95.8617806883;48.850764,2.341747
8353.0;75;UGC ODEON;ILE-DE-FRANCE;124 BD ST GERMAIN;75106;Paris 6e Arrondissement;01-Paris;5;722;De 80 à 100 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;42428.0;Paris;10706072.0;31.0;4883.0;85435.0;252265.0;-66.1328365013;NON;110.0;67.0;49.0;53.8157925558;20.8310885198;17.6817127732;7.67140615118;69.0;58.3862379685;59.0253214963;48.852353,2.339834
8361.0;75;ESPACE SAINT MICHEL;ILE-DE-FRANCE;7 PLACE ST MICHEL;75105;Paris 5e Arrondissement;01-Paris;2;210;De 20 à 30 000 entrées;SOCIETE DE DIFFUSION AUDIOVISUELLE;;A;RD;FIXE;NON;59333.0;Paris;10706072.0;24.0;1888.0;20163.0;47744.0;-57.7685154155;OUI;33.0;22.0;21.0;40.0736574927;7.94306474892;38.3068730404;13.6764047181;26.0;90.8368644068;93.6395759717;48.853093,2.344228
8374.0;75;ECOLES CINEMA CLUB;ILE-DE-FRANCE;23 RUE DES ECOLES;75105;Paris 5e Arrondissement;01-Paris;2;200;De 20 à 30 000 entrées;CINELUX;;A;PR;FIXE;NON;59333.0;Paris;10706072.0;31.0;1853.0;28076.0;33370.0;-15.8645489961;OUI;294.0;4.0;1.0;35.7234634878;51.727460918;11.0464701263;1.50260546791;224.0;77.5499190502;74.2272824613;48.848384,2.348973
